Year,Region,Crop,Area_hectares,Yield_t_per_ha,Winter_Tmax,Spring_Tmax,Summer_Tmax,Autumn_Tmax,Winter_Tmin,Spring_Tmin,Summer_Tmin,Autumn_Tmin,Spring_Temp_Mean,Summer_Temp_Mean,Flowering_Temp,Grain_Filling_Temp,Summer_Tmax_Peak,Spring_Tmin_Coldest,Spring_Temp_Range,Summer_Temp_Range,Spring_GDD,Summer_GDD,Winter_Rain,Spring_Rain,Summer_Rain,Autumn_Rain,Planting_Rain,Grain_Filling_Rain,Harvest_Rain,Annual_Rain,Rain_Deviation_from_Optimal,Spring_Rain_Squared,Summer_Rain_Squared,Winter_Sun,Spring_Sun,Summer_Sun,Autumn_Sun,Grain_Filling_Sun,Flowering_Sun,Summer_Sun_per_Rain,Winter_Frost,Spring_Frost,Autumn_Frost,Late_Spring_Frost,Spring_Temp_x_Rain,Summer_Temp_x_Rain,Summer_Temp_x_Sun,Heat_Stress,Cold_Spring,Extreme_Summer_Rain,Drought_Spring
2009,Sud,Spring_Barley,43717,3.687,7.229782740275065,16.097704887390137,25.896982192993164,17.7691167195638,-0.5523309310277303,5.811385989189148,13.414357503255207,7.9705491065979,10.954545438289642,19.655669848124187,22.53229522705078,25.081374168395996,27.5281982421875,1.7629777193069458,10.286318898200989,12.482624689737955,985.9090894460678,1769.0102863311768,246.2407341003418,224.61358642578125,158.24591064453125,237.8905906677246,171.10528564453125,105.3373908996582,94.98211669921876,866.9908218383789,116.9908218383789,50451.2632070519,25041.76823571697,239.15221786499023,702.3821105957031,947.4417114257812,432.6259765625,652.6334838867188,616.7626647949219,5.949551279471539,51.0,7.0,2.0,0.0,2460.5397385584183,3110.4293744446672,24535.881129692425,1,1,0,0
2010,Est,Spring_Barley,267823,6.283,3.380329012870789,14.72510846455892,24.338653564453125,14.43553066253662,-1.981672614812851,4.2379491329193115,12.717268308003744,6.081420818964641,9.481528798739117,18.527960936228435,19.840042114257812,24.94562530517578,26.93451690673828,1.5581705570220947,10.487159331639608,11.62138525644938,853.3375918865204,1667.516484260559,238.21664810180664,151.31012725830078,235.1943359375,211.57380294799805,79.17156982421875,125.22242736816406,169.82093811035156,836.2949142456055,86.29491424560547,22894.754610923177,55316.3756570816,147.17739486694336,636.4522705078125,815.0299072265625,346.4171333312988,584.44189453125,507.635009765625,3.4506750722516464,60.0,12.0,10.0,0.0,1434.6513291404594,4357.671468672188,19836.730556655675,1,1,0,1
2010,Nord,Spring_Barley,89387,6.457,3.4973793029785156,14.28728453318278,23.3341433207194,14.399869283040363,-1.2419212659200032,4.498441696166992,12.68438752492269,7.0943552652994795,9.392863114674885,18.009265422821045,19.307377815246586,23.979673385620117,25.70867347717285,2.9230451583862305,9.788842837015787,10.649755795796713,845.3576803207397,1620.833888053894,178.4691047668457,95.80786514282228,195.0100250244141,208.6397819519043,58.67739486694336,94.5653839111328,150.77082443237305,677.9267768859863,72.07322311401367,9179.147023225218,38028.9098600226,134.66294860839844,649.2163696289062,791.8502960205078,319.5722999572754,578.9486083984375,539.5930786132812,4.039845900340448,56.0,8.0,8.0,0.0,899.9101625957609,3511.987300775647,18477.148295896615,1,0,0,1
2010,Ouest,Spring_Barley,41510,4.732,6.201535860697429,15.37493578592936,23.906516393025715,16.148520787556965,0.2108174761136373,5.472723166147868,12.89671516418457,7.645853996276856,10.423829476038614,18.40161577860514,20.16977596282959,24.28129482269287,25.823989868164062,3.3001627922058105,9.902212619781494,11.009801228841145,938.1446528434752,1656.145420074463,230.38419342041016,119.3570556640625,125.17587852478027,261.50139236450195,79.67009353637695,78.5424633026123,72.68736839294434,736.4185199737549,13.581480026245115,14246.106736794114,15669.000564450547,182.74174118041992,691.3840637207031,844.4426879882812,368.6104049682617,606.5072326660156,561.8009643554688,6.692584175844967,44.0,10.0,7.0,0.0,1244.1575950042363,2303.438421362357,20187.682963362546,1,0,0,1
2010,Sud,Spring_Barley,22373,3.921,5.692493915557861,14.69156297047933,24.623257954915363,15.592031160990397,-1.541410764058431,4.599736213684082,13.17283058166504,6.477459351221721,9.645649592081709,18.8980442682902,19.410003662109375,24.462058067321777,26.861860275268555,1.32550048828125,10.091826756795248,11.450427373250324,868.1084632873535,1700.8239841461182,232.13257598876953,220.68414306640625,176.93996047973633,309.81903076171875,109.53243255615234,135.46092987060547,77.69742965698242,939.5757102966307,189.5757102966309,48701.49100095406,31307.749614570657,223.8115005493164,689.6618041992188,903.2018737792968,424.7989273071289,617.6435852050781,540.2325744628906,5.075879927949927,58.0,13.0,8.0,0.0,2128.6419145473824,3343.8192059755756,22239.772723430535,1,1,0,0
2011,Est,Spring_Barley,320140,5.092,7.439804077148437,18.543145179748535,23.31695810953776,17.293601671854656,1.4410840570926666,5.483163754145305,12.090628623962402,7.6784294446309405,12.01315446694692,17.703793366750084,22.764412879943848,22.74166774749756,24.467538833618164,2.532270669937134,13.05998142560323,11.22632948557536,1081.1839020252228,1593.341403007507,246.35595893859863,81.55303001403809,255.13026428222656,116.48855781555176,48.92008018493652,163.25589752197266,185.2471923828125,699.527811050415,50.47218894958496,6650.896704470597,65091.45175271877,147.22180557250977,757.6412353515625,786.5268096923828,369.2334709167481,535.0621643066406,594.1911010742188,3.0708077856262985,29.0,10.0,2.0,1.0,979.709146806198,4516.773480456878,18339.41267362567,1,0,0,1
2011,Nord,Spring_Barley,99508,5.747,8.205366929372152,17.424494743347168,21.882671356201172,16.87041187286377,3.0341195265452066,6.133149941762288,11.98575528462728,8.746333122253418,11.778822342554728,16.934213320414226,20.961463928222656,21.51576232910156,22.61648941040039,3.1780996322631836,11.29134480158488,9.896916071573893,1060.0940108299255,1524.0791988372805,239.85279083251953,40.68970203399658,231.5869903564453,110.22260665893556,31.78154754638672,132.90086364746094,164.48255157470703,622.352089881897,127.64791011810304,1655.6518516154256,53632.534102356294,128.85962677001953,714.0905303955078,722.478271484375,329.00903701782227,503.6226501464844,567.3504943847656,3.1062712079345416,16.0,8.0,0.0,0.0,479.2767714299335,3921.7434969287574,15809.754576888869,1,0,0,1
2011,Ouest,Spring_Barley,33700,4.501,9.994612534840902,18.190595626831055,22.356024424235027,18.61925792694092,4.065717538197835,6.903101444244385,12.329132715861002,9.917105992635092,12.54684853553772,17.342578570048016,21.304479598999023,21.946925163269043,23.174222946166992,4.24153470993042,11.28749418258667,10.026891708374023,1129.2163681983948,1560.8320713043213,268.10269927978516,51.34034156799317,206.0816650390625,113.2443389892578,32.146697998046875,119.78549194335938,153.43618774414062,638.7690448760986,111.23095512390135,2635.830672318207,42469.652665272355,166.68674850463867,737.3731079101562,783.7333831787109,367.5530242919922,545.4226379394531,588.9250183105469,3.7846584970758888,13.0,4.0,0.0,0.0,644.1594894163813,3573.9874677862585,17521.16265643161,1,0,0,1
2011,Sud,Spring_Barley,20132,3.234,8.893346786499023,18.04396470387777,23.84739367167155,19.01848538716634,1.0525602300961812,6.405131657918294,12.480375607808432,8.594983100891113,12.22454818089803,18.16388463973999,22.261876106262207,22.626490592956543,26.28919982910156,2.961212158203125,11.638833045959473,11.36701806386312,1100.2093362808228,1634.7496175765991,202.0816421508789,142.3675422668457,221.62519454956055,212.3774871826172,100.08355331420898,167.34249114990234,153.67940139770508,778.4518661499023,28.451866149902344,20268.517091102098,49117.72685913056,240.1331367492676,781.644287109375,869.534912109375,461.1261749267578,579.9117431640625,609.5218811035156,3.905824378362531,34.0,6.0,0.0,0.0,1740.378879837092,4025.57446705815,20736.141360334583,1,0,0,1
2012,Est,Spring_Barley,459795,6.642,5.773228804270427,16.292531967163086,23.90856552124023,15.629958152770996,-0.332220991452535,5.478272199630737,12.757238070170084,6.737101793289185,10.885402083396912,18.33290179570516,21.029239654541016,22.649958610534668,26.425779342651367,2.990437269210815,10.814259767532349,11.15132745107015,979.686187505722,1649.9611616134644,209.5479431152344,203.37265396118164,218.2434844970703,246.4818115234375,120.02980422973631,182.84222412109375,115.9398193359375,877.6458930969238,127.64589309692384,41360.43637921453,47630.21852542297,179.8901824951172,646.6141357421875,804.8074493408203,337.29256439208984,535.7317657470703,531.0014801025391,3.670838616650314,39.0,5.0,4.0,2.0,2213.793111135006,4001.0363688372913,19241.791634547233,1,0,0,0
2012,Nord,Spring_Barley,89454,7.054,6.919937451680501,15.011284510294596,22.390208562215168,14.879499117533364,1.31918207804362,5.695845444997151,12.350056966145834,7.457139492034912,10.353564977645874,17.3701327641805,19.198122024536133,21.08979225158691,24.99104118347168,4.066573619842529,9.315439065297443,10.040151596069334,931.8208479881288,1563.3119487762451,184.24478244781497,161.43390655517578,224.8350524902344,220.42203521728516,119.40572357177734,198.4051513671875,124.3703842163086,790.9357767105103,40.935776710510254,26060.906185665222,50550.80082828645,158.35581970214844,597.0933990478516,749.0280914306641,309.4424018859863,493.3057403564453,492.26930236816406,3.316704307729438,32.0,4.0,2.0,2.0,1671.4164411142249,3905.414711796863,16770.89518609054,1,0,0,1
2012,Ouest,Spring_Barley,27426,6.009,8.736613114674887,15.945927302042644,22.799969991048176,16.351579030354817,2.5514017740885415,6.150364398956299,12.881831487019856,8.376075267791748,11.04814585049947,17.840900739034016,19.962666511535645,21.66447162628174,25.070966720581055,4.35949182510376,9.795562903086344,9.91813850402832,994.3331265449524,1605.6810665130615,207.48403549194336,216.35868453979492,172.39258766174316,287.4145088195801,158.90888595581055,141.42510604858398,92.44783973693848,883.6498165130615,133.64981651306152,46811.080375790494,29719.2042807118,197.71269989013672,653.5662384033203,797.2901000976562,349.5446014404297,529.9920654296875,526.16357421875,4.598178681392204,28.0,2.0,1.0,0.0,2390.362302817859,3075.63904461838,18178.19035638636,1,0,0,0
2012,Sud,Spring_Barley,19635,4.44,6.931207180023193,16.242231051127117,25.473276774088543,17.144915262858074,-0.9068849484125772,5.5642391840616865,13.385276794433594,7.921372413635254,10.903235117594402,19.42927678426107,21.896278381347656,24.33701515197754,27.745800018310547,2.9868593215942383,10.67799186706543,12.087999979654947,981.291160583496,1748.634910583496,165.53643035888672,265.76629066467285,167.66812896728516,265.3233871459961,175.9073429107666,116.4984245300293,98.44708251953124,864.2942371368408,114.29423713684082,70631.72125365937,28112.601471390168,267.0319061279297,707.8656768798828,929.5444946289062,408.9208221435547,635.7523498535156,600.4781188964844,5.511085587539781,46.0,5.0,5.0,1.0,2897.7123534478624,3257.6704856045644,23678.54418551239,1,0,0,0
2013,Est,Spring_Barley,336600,5.941,5.432959238688151,12.625350952148438,24.77087910970052,15.371782302856444,-0.4432236918558677,4.124277094999949,12.693920453389486,7.734974543253581,8.374814023574194,18.732399781545,18.493767738342285,24.60413074493408,27.511398315429688,0.674733579158783,8.501073857148487,12.076958656311032,753.7332621216774,1685.9159803390503,188.99491119384768,277.34199142456055,179.15761947631836,313.08409881591797,144.97300338745117,129.41076278686523,105.97334671020508,958.5786209106444,208.57862091064453,76918.58020734102,32097.452616421288,156.226318359375,524.3384857177734,876.8678894042969,314.630615234375,603.6116333007812,474.1934051513672,4.8672262208680035,50.0,16.0,4.0,3.0,2322.687599108403,3356.0521519403087,21720.788483612083,1,1,0,0
2013,Nord,Spring_Barley,94645,7.093,6.076951026916504,11.85071881612142,23.410600662231445,15.362248738606771,1.032478893796603,4.032339910666148,12.6222349802653,8.251973946889242,7.941529363393784,18.01641782124837,17.549525260925293,22.995783805847168,25.89131546020508,0.8707638382911682,7.818378905455272,10.788365681966146,714.7376427054405,1621.4776039123535,152.45107650756836,154.88598823547363,163.0925636291504,246.64278411865232,70.24463844299316,120.71488189697266,100.89399337768556,717.0724124908447,32.92758750915527,23989.669351679277,26599.18431112847,141.81756591796875,544.0298767089844,822.8931121826172,296.9719009399414,565.9343719482422,467.9096374511719,5.0148105068451345,35.0,15.0,1.0,4.0,1230.031623550278,2938.343769881309,19264.422037008073,1,1,0,1
2013,Ouest,Spring_Barley,47730,5.757,8.460830688476562,13.332183837890623,23.982497533162434,17.129348119099934,2.406494935353597,5.029698848724365,13.01201629638672,9.3146120707194,9.180941343307495,18.497256914774574,18.1002516746521,23.52777671813965,26.703529357910156,2.765977382659912,8.30248498916626,10.970481236775717,826.2847208976746,1664.753122329712,247.48133087158203,221.7466163635254,124.26267623901369,267.2821617126465,140.26813125610352,104.64873886108398,70.76789093017578,860.7727851867676,110.77278518676758,49171.56186867251,15441.212706081931,178.71217346191406,597.6572723388672,864.8929748535156,340.3440933227539,585.2491760253906,501.9447937011719,6.9046343318037815,18.0,9.0,2.0,2.0,2035.8426779104368,2298.51864731049,20742.293635873957,1,0,0,0
2013,Sud,Spring_Barley,16639,3.974,7.42040999730428,13.489964485168455,24.78753089904785,16.49288813273112,-0.5217780967553457,4.4523866176605225,13.013344764709473,8.0280970732371,8.97117555141449,18.900437831878666,18.198606491088867,24.441737174987793,27.74647331237793,2.1868722438812256,9.037577867507936,11.77418613433838,807.4057996273041,1701.0394048690796,241.1237335205078,354.9777526855469,175.59317016601562,295.41527557373047,209.2261199951172,129.06320190429688,111.3527374267578,1067.1099319458008,317.1099319458008,126009.20490168128,30832.96140895132,250.09809112548828,615.6636810302734,935.923370361328,399.6636428833008,636.2933349609375,540.6733245849609,5.299884301762432,58.0,7.0,8.0,0.0,3184.567736188638,3318.7877964252693,23199.229461972427,1,0,0,0
2014,Est,Spring_Barley,382640,6.044,8.133421738942465,16.747775395711262,23.59144465128581,17.677896817525227,2.454635659853617,5.134011189142863,12.547590255737305,8.589032332102457,10.940893292427065,18.06951745351156,21.461939811706543,24.409855842590332,24.507368087768555,2.0835378170013428,11.613764206568398,11.043854395548504,984.6803963184356,1626.25657081604,228.0542907714844,128.52609252929688,287.52620697021484,199.6034889221191,52.740333557128906,181.6092758178711,241.13758850097656,843.7100791931152,93.71007919311523,16518.956460849382,82671.31969467882,149.97846603393555,674.0628356933594,798.9369354248047,367.6817817687988,568.7882690429688,585.6431579589844,2.7690272707438344,12.0,5.0,0.0,0.0,1406.1902636556442,5195.459815190274,18848.076491942185,1,0,0,1
2014,Nord,Spring_Barley,74800,7.095,8.629271984100342,16.00032615661621,22.23600196838379,17.147672017415363,3.370965321858724,6.0439291795094805,12.403708457946776,9.390907764434814,11.022127668062843,17.319855213165283,19.64576816558838,22.777135848999023,23.8865966796875,3.386883497238159,9.956396977106731,9.832293510437012,991.991490125656,1558.7869691848755,227.1735382080078,148.308443069458,265.3539390563965,138.27353477478027,59.19971656799317,159.20586776733398,206.81101989746097,779.1094551086426,29.109455108642575,21995.394285686667,70412.71297274578,140.09035682678223,635.928466796875,770.6673431396484,337.5898666381836,553.9470062255859,553.2064056396484,2.893395704489548,9.0,2.0,0.0,0.0,1634.6745937631963,4595.8918046998715,17136.560559022328,1,0,0,1
2014,Ouest,Spring_Barley,37691,5.834,10.210051854451498,16.227530479431152,23.117048899332683,18.954235394795734,4.394484281539917,6.4844902356465655,12.894550005594889,10.096189816792808,11.356010357538858,18.005799452463787,20.387840270996097,23.799562454223633,24.705015182495117,4.141756057739258,9.743040243784588,10.222498893737797,1022.0409321784972,1620.5219507217407,340.7639808654785,190.90195846557617,226.0642204284668,192.8829774856567,106.6052131652832,115.33414840698242,180.24417114257812,950.6131372451782,200.61313724517825,36443.55774599257,51105.031757930425,173.35882186889648,664.3282470703125,846.6189270019531,393.8101463317871,605.3787536621094,585.1782836914062,3.728543957319193,5.0,0.0,0.0,0.0,2167.884617609536,4070.467016412541,19571.33113460472,1,0,0,0
2014,Sud,Spring_Barley,21444,3.94,8.864996433258057,16.20931911468506,23.78095245361328,19.17291005452474,2.02550462881724,5.462972323099772,12.85814889272054,9.28380823135376,10.836145718892416,18.319550673166912,21.2674560546875,24.084237098693848,24.508455276489254,2.7101845741271973,10.746346791585283,10.92280356089274,975.2531147003174,1648.759560585022,317.7835159301758,197.31851196289065,254.4852752685547,300.5017395019531,121.21153259277344,179.5821533203125,197.93151092529297,1070.0890426635742,320.0890426635742,38934.59516324941,64762.75532851205,212.5742225646973,725.6498870849609,871.8224182128906,446.7010345458984,601.2546081542969,612.8806762695312,3.412417476101,13.0,3.0,0.0,0.0,2138.1721486648994,4662.055895857118,20732.767475514906,1,0,0,0
2015,Est,Spring_Barley,195108,5.817,7.811268488566081,16.157710393269856,26.60752995808919,15.506586074829102,1.1722946763038635,4.844591895739238,13.473663647969564,7.001156171162923,10.501151144504547,20.040596803029377,21.93449306488037,26.432294845581055,28.358631134033203,1.939555525779724,11.313118497530615,13.133866310119627,945.1036030054092,1803.653712272644,155.8465747833252,174.09525680541992,142.71910667419434,196.496280670166,113.59868621826172,62.41653251647949,102.50583457946776,669.1572189331055,80.84278106689453,30309.15844214511,20368.743409880062,171.97002410888672,663.7040710449219,886.4155120849609,345.92274475097656,631.9744873046875,588.010986328125,6.167694279469957,36.0,11.0,4.0,3.0,1828.2006052550485,2860.1760729460675,23585.32729311557,1,1,0,1
2015,Nord,Spring_Barley,80190,7.195,8.431376616160074,15.061688423156738,24.131585439046223,15.384875297546388,2.953554292519887,5.260952711105347,12.563344955444336,7.931969324747722,10.161320567131042,18.34746519724528,20.097966194152832,23.677090644836422,25.04057502746582,2.9520885944366455,9.800735712051392,11.568240483601889,914.5188510417938,1651.2718677520752,161.83319473266602,115.42389106750488,152.69285011291504,190.13662338256836,65.13047218322754,66.1115894317627,128.63948822021484,620.0865592956543,129.9134407043457,13322.674629163232,23315.10647560514,155.03747940063477,634.0618591308594,824.1042633056641,317.5239486694336,591.1573181152344,577.6952209472656,5.362020827255212,27.0,5.0,1.0,1.0,1172.8591582425304,2801.5267533148985,19886.942440642877,1,0,0,1
2015,Ouest,Spring_Barley,38062,6.085,10.190938631693522,16.096831957499187,24.227549235026043,16.99130344390869,3.7202979723612466,6.667294502258301,13.058854420979818,8.804455757141113,11.382063229878744,18.64320182800293,20.8244571685791,24.10431957244873,24.94573974609375,4.331230640411377,9.429537455240888,11.168694814046225,1024.385690689087,1677.8881645202637,202.7638168334961,144.15534210205078,186.3865547180176,173.5779151916504,84.4819107055664,78.54555892944336,148.23472213745117,706.8836288452148,43.11637115478515,20780.762656559295,34739.94777965256,187.7599334716797,644.5932312011719,853.4783477783203,375.3134536743164,612.0690002441406,591.782470703125,4.5546402678818065,20.0,2.0,0.0,0.0,1640.785218730343,3474.8421576341134,20677.688691827934,1,0,0,1
2015,Sud,Spring_Barley,19294,3.899,9.17287047704061,16.50608476003011,26.756282806396484,16.846927007039387,0.956005041797956,6.074195782343547,14.195404688517252,7.062490781148274,11.290140271186829,20.475843747456867,22.685585021972656,27.040762901306152,28.800827026367188,3.3746325969696045,10.431888977686562,12.560878117879232,1016.1126244068146,1842.8259372711184,173.0079689025879,179.24917221069336,191.9930648803711,219.27363204956055,136.21891021728516,104.1550521850586,120.80587768554688,763.5238380432129,13.52383804321289,32130.265738218804,36861.336962158384,247.8548812866211,709.8690185546875,958.800048828125,437.38401794433594,676.7543640136719,627.592529296875,4.96805441906655,35.0,4.0,4.0,1.0,2023.748297752852,3931.2199970858273,25653.92526123207,1,0,0,1
2016,Est,Spring_Barley,243235,4.896,7.376485824584961,14.10621420542399,24.63562838236491,16.0666348139445,0.9821478525797526,4.6004371245702105,13.120067596435549,6.907668352127075,9.3533256649971,18.87784798940023,20.05195426940918,23.63209819793701,26.642688751220703,1.342965006828308,9.50577708085378,11.515560785929363,841.7993098497391,1699.0063190460205,211.22969436645508,316.0870132446289,177.90034103393555,179.73553085327148,171.95154571533203,151.5376968383789,62.48215103149414,884.952579498291,134.95257949829102,99910.9999419102,31648.53133999057,166.49979782104492,566.5205535888672,797.9689788818359,352.4285125732422,520.8734588623047,461.3347625732422,4.460410607772231,41.0,14.0,6.0,4.0,2956.464773353266,3358.3755953010955,19658.467224388103,1,1,0,0
2016,Nord,Spring_Barley,85210,5.192,7.778411865234375,13.910153071085611,23.219703674316406,15.909049987792969,2.111994425455729,5.137740055720012,13.176427523295084,7.840669631958008,9.523946563402813,18.198065598805744,19.422218322753903,22.23072624206543,25.19765853881836,2.4265992641448975,8.7724130153656,10.043276151021322,857.155190706253,1637.825903892517,171.09628295898438,256.1278953552246,146.11273574829102,144.50315475463867,129.80400466918945,113.70744323730467,56.5025749206543,717.8400688171387,32.15993118286133,65601.49877909689,21348.93154784992,159.92658233642578,570.2767333984375,747.8565368652344,331.896484375,490.4642028808594,447.0628356933594,5.083560801593768,27.0,9.0,4.0,2.0,2439.3483887599864,2658.969149968369,17365.007176911226,1,0,0,0
2016,Ouest,Spring_Barley,32517,5.503,9.939315795898438,14.781821568806969,23.91221745808919,17.387437502543133,3.5424250761667886,5.658332268397014,13.29941463470459,8.402183850606283,10.22007691860199,18.60581604639689,19.81407356262207,22.71887588500977,26.298900604248047,3.326455354690552,9.123489300409954,10.612802823384602,919.8069226741792,1674.5234441757202,259.35428619384766,214.6568946838379,95.36030673980711,154.9159755706787,138.91370010375977,76.19690036773682,30.370171546936035,724.2874631881714,25.712536811828613,46077.58243530827,9093.588101510104,187.59624862670896,615.1962280273438,805.3418579101562,371.1773452758789,524.2955322265625,475.1914825439453,8.357609944982292,13.0,1.0,2.0,0.0,2193.80997477707,1774.2563253288329,19257.509634449223,1,0,0,0
2016,Sud,Spring_Barley,12517,3.926,9.760935147603352,14.6723051071167,25.222732543945312,17.50938828786214,1.7572962641716003,4.954967141151428,13.190739313761393,7.601009686787923,9.813636124134064,19.20673592885335,20.297656059265137,24.28801918029785,27.09215927124023,1.7106884717941284,9.717337965965273,12.03199323018392,883.2272511720657,1728.6062335968018,250.39566612243652,271.96514892578125,135.36827278137207,273.72530364990234,158.69691467285156,112.15464782714844,64.33261299133301,931.4543914794922,181.4543914794922,73965.04223022237,18324.56927581196,240.96124267578125,660.8565673828125,909.7218322753906,427.7041778564453,602.844482421875,550.9375,6.671066617774591,25.0,6.0,1.0,0.0,2668.9670100035473,2599.9826684568,22945.670464870054,1,1,0,0
2004,Est,Oats,42728,4.365,6.019989172617595,14.57748285929362,23.925570170084637,15.529293060302734,-0.0977606077988942,4.1612502336502075,12.613503456115724,7.493145783742269,9.369366546471912,18.26953681310018,20.709793090820312,23.694220542907715,24.388269424438477,1.1266368627548218,10.416232625643412,11.312066713968914,843.2429891824722,1644.258313179016,229.47437858581543,160.62070846557617,246.8087501525879,185.9695720672607,101.48329544067384,117.4582405090332,203.06057739257812,822.8734092712402,72.87340927124023,25799.011987983613,60914.55915188255,169.3035430908203,654.2715454101562,797.912109375,340.5748176574707,574.3302307128906,589.5094604492188,3.219870601355629,50.0,13.0,4.0,1.0,1504.914292567987,4509.081546707949,19090.50216241181,1,1,0,1
2004,Nord,Oats,12593,6.562,6.81196133295695,14.17328643798828,22.721026102701824,15.56043561299642,1.6254948774973552,4.912326335906982,12.586920420328775,8.239677588144938,9.542806386947632,17.6539732615153,19.471464157104492,22.10949993133545,23.94407844543457,2.4397382736206055,9.2609601020813,10.134105682373049,858.8525748252869,1588.857593536377,180.0696725845337,134.85136032104492,199.9755401611328,124.08111763000488,91.43175888061523,97.00057220458984,166.78255081176758,638.9776906967163,111.02230930328368,18184.88938043629,39990.21666273684,141.3909568786621,615.7617797851562,753.3732757568359,313.72887420654297,538.8726196289062,554.9656677246094,3.7485819177439024,30.0,9.0,4.0,0.0,1286.860422560244,3530.362838961718,17117.41386354905,1,0,0,1
2004,Ouest,Oats,36300,5.334,8.981989542643229,15.076415379842125,23.63335927327474,16.886321385701496,2.6746785640716553,5.459078947703044,13.08615239461263,9.038355191548664,10.267747163772585,18.359755833943684,21.253154754638672,23.491907119750977,23.916263580322266,2.7194509506225586,9.61733643213908,10.547206878662108,924.0972447395324,1652.3780250549316,221.43585968017575,165.08182525634766,178.74474906921387,177.90391731262207,118.20855712890624,79.35599327087402,161.36626434326172,743.1663513183594,6.833648681640625,27252.009029967303,31949.68531981623,185.7412872314453,663.2838134765625,821.0366058349609,354.27559661865234,591.0415954589844,608.1318969726562,4.567791883137606,25.0,8.0,0.0,0.0,1695.0184430662648,3281.7099495102993,19403.85308220769,1,0,0,1
2004,Sud,Oats,28577,3.514,7.940131823221843,14.193019231160482,24.986616134643555,16.82472864786784,0.3002460102240245,4.235304832458496,13.115801811218262,7.652104218800862,9.21416203180949,19.051208972930908,21.331148147583008,24.92194652557373,25.467662811279297,1.1412110328674316,9.957714398701986,11.870814323425291,829.274582862854,1714.6088075637815,239.10594940185547,223.6694107055664,177.99497604370117,216.60054779052737,161.2243881225586,60.43966293334961,156.4006309509277,857.3708839416504,107.3708839416504,50028.005285375344,31682.21149679775,238.68996047973633,690.4630737304688,919.1380004882812,421.4179229736328,654.2927856445312,631.3158264160156,5.134993287542752,41.0,14.0,5.0,1.0,2060.926191800433,3391.019484740382,22966.148392964504,1,1,0,0
2005,Est,Oats,35863,4.141,4.812640349070231,15.358482042948404,24.61280377705892,16.488113085428875,-0.9446573158105216,5.097314318021138,12.341830253601074,7.548173427581787,10.227898180484772,18.47731701532999,22.39185619354248,25.139875411987305,25.271638870239254,1.6929768323898315,10.261167724927263,12.270973523457844,920.5108362436296,1662.9585313796997,163.70045852661133,186.09405517578125,169.50360870361328,151.90177154541016,122.36367797851562,129.5812950134277,120.0378761291504,671.199893951416,78.80010604858398,34630.997371766716,28731.473363547644,168.0371856689453,625.5167999267578,849.3495330810547,359.05674743652344,593.922607421875,598.3877563476562,4.981416754395389,55.0,12.0,12.0,0.0,1903.3510483314055,3131.971913259111,20904.87339586061,1,1,0,0
2005,Nord,Oats,9636,6.113,6.288259983062744,14.481643676757812,23.147591908772785,16.478944142659504,1.2572030027707417,5.675541083017985,12.251171747843424,8.596081972122192,10.0785923798879,17.699381828308105,20.61505889892578,23.361533164978027,23.38355255126953,3.085522174835205,8.806102593739826,10.89642016092936,907.0733141899108,1592.9443645477295,128.2286148071289,148.42303848266602,176.39213943481445,144.2007179260254,91.96524047851562,124.68054962158205,136.0898475646973,597.2445106506348,152.75548934936523,22029.398352426957,31114.186854391024,149.22089004516602,579.5154266357422,802.048095703125,329.24463653564453,553.2760772705078,567.574951171875,4.521328274513822,33.0,8.0,10.0,0.0,1495.895304651206,3122.0318273689445,18565.48201054428,1,0,0,1
2005,Ouest,Oats,33278,5.151,7.926071484883626,15.657768885294596,24.6763973236084,17.66035334269206,2.018791913986206,6.229894479115804,13.002325693766275,9.061251719792685,10.9438316822052,18.839361508687336,21.6904935836792,24.74333095550537,24.828039169311523,3.78434944152832,9.427874406178791,11.674071629842125,984.944851398468,1695.5425357818604,152.603910446167,153.26740264892578,109.21059799194336,191.15795135498047,102.49307250976562,79.83740997314453,79.88093185424805,606.2398624420166,143.7601375579834,23490.89671474794,11926.954713757865,182.00495529174805,635.2925109863281,874.2037963867188,372.2268829345703,591.46533203125,592.2241821289062,7.932120978516286,26.0,9.0,8.0,0.0,1677.3326569586152,2057.457936150144,21572.200221445528,1,0,0,1
2005,Sud,Oats,25690,3.387,5.682480176289876,15.581202189127604,25.38285255432129,16.757495244344074,-2.0075994729995728,4.940386374791463,13.116981188456217,7.639197667439778,10.260794281959534,19.249916871388752,22.859838485717773,25.891283988952637,26.147315979003903,1.090153455734253,10.64081581433614,12.265871365865072,923.471485376358,1732.4925184249878,149.7438507080078,206.2294158935547,120.62703323364258,253.5763931274414,146.64458084106445,73.07870483398438,81.25710678100586,730.1766929626465,19.823307037353516,42530.57197979675,14550.881146750313,255.32840728759768,717.0655059814453,948.6335754394532,418.2715759277344,663.1514587402344,639.1996154785156,7.799529020963218,61.0,14.0,13.0,0.0,2116.0776113724405,2322.060362189868,24079.02617345826,1,1,0,0
